"disasterNumber","declarationYear","incidentType","applicationTitle","damageCategoryCode","projectSize","stateNumberCode","projectAmount","federalShareObligated","totalObligated","obligatedDate"
1901,2010,"Severe Storm(s)","DAC - Mor-Gran'Sou Elec Coop - NDDES2Z","Z - State Management","Small","38",9226.25,6919.69,6919.69,"2013-09-23T23:36:17.000Z"
1901,2010,"Severe Storm(s)","DAC - McLean Elec Coop - NDDES1Z","Z - State Management","Small","38",5304.5,3978.38,3978.38,"2013-09-23T23:36:17.000Z"
1901,2010,"Severe Storm(s)","DAC - Northern Plains Elec Coop - NDDES3Z","Z - State Management","Small","38",1644,1233,1233,"2013-09-23T23:36:17.000Z"
1901,2010,"Severe Storm(s)","DAC - Roughrider Elec Coop, Inc. - NDDES4Z","Z - State Management","Small","38",3935.75,2951.81,2951.81,"2013-09-23T23:36:17.000Z"
1901,2010,"Severe Storm(s)","DAC - Verendrye Electric Coop - NDDES5Z","Z - State Management","Small","38",8179.5,6134.63,6134.63,"2013-09-23T23:36:17.000Z"
1904,2010,"Severe Storm(s)","1904 STATE MANAGEMENT","Z - State Management","Large","09",317434.8,317434.8,317434.8,"2010-06-23T01:29:44.000Z"
1904,2010,"Severe Storm(s)","R4MD002-DDS-C-RT289 CLA","C - Roads and Bridges","Small","09",3199.93,2399.95,2399.95,"2010-08-20T02:15:42.000Z"
1904,2010,"Severe Storm(s)","R1MD001-DDS-D-Martin House Seawall","D - Water Control Facilities","Small","09",60000,45000,45000,"2010-08-20T02:15:42.000Z"
1904,2010,"Severe Storm(s)","R2SM014  - CT DEPARTMENT OF PUBLIC SAFETY, STATE POLICE","B - Protective Measures","Large","09",0,0,0,"2010-07-07T01:57:49.000Z"
1904,2010,"Severe Storm(s)","R2SM015  - CT DEPARTMENT OF PUBLIC SAFETY, STATE POLICE","G - Recreational or Other","Small","09",3787.77,2840.83,2840.83,"2010-08-24T22:53:38.000Z"
1904,2010,"Severe Storm(s)","R2SL001 B","B - Protective Measures","Small","09",1209.52,907.14,907.14,"2010-07-21T02:34:35.000Z"
1904,2010,"Severe Storm(s)","R2SL002 C","C - Roads and Bridges","Small","09",27627.12,20720.34,20720.34,"2010-08-24T00:21:45.000Z"
1904,2010,"Severe Storm(s)","R1RK007-Two Trees'Stamford","A - Debris Removal","Small","09",3029.06,2271.8,2271.8,"2010-07-21T02:26:51.000Z"
1904,2010,"Severe Storm(s)","R4RK008-two damaged compressors-Avery Point-Uconn campu","E - Public Buildings","Small","09",8096,6072,6072,"2010-08-24T21:15:44.000Z"
1904,2010,"Severe Storm(s)","R1RK001-Three damaged Flags'Stamford","G - Recreational or Other","Small","09",1295.95,971.96,971.96,"2010-08-24T21:15:44.000Z"
1904,2010,"Severe Storm(s)","R2SDL09 Leesville Dam","A - Debris Removal","Small","09",3360.4,2520.3,2520.3,"2010-07-27T00:03:18.000Z"
1904,2010,"Severe Storm(s)","R2SM024 State Police Overtime","B - Protective Measures","Small","09",52101.96,39076.47,39076.47,"2010-08-03T20:22:17.000Z"
1904,2010,"Severe Storm(s)","R4SDL11 Ashland Dam","G - Recreational or Other","Small","09",6201.93,4651.45,4651.45,"2010-09-09T17:59:43.000Z"
1904,2010,"Severe Storm(s)","R3MD004-DEMHS-CAT-B","B - Protective Measures","Small","09",38832.23,29124.17,29124.17,"2010-07-27T01:32:57.000Z"
1904,2010,"Severe Storm(s)","R4SDL16 Pachaug Dam","G - Recreational or Other","Small","09",4060,3045,3045,"2010-09-09T17:59:43.000Z"
1904,2010,"Severe Storm(s)","R5SDL17 Chatfield","G - Recreational or Other","Small","09",3049,2286.75,2286.75,"2010-08-31T16:58:44.000Z"
1904,2010,"Severe Storm(s)","R4SDL10 Harkness Park Wall","G - Recreational or Other","Small","09",4259.52,3194.64,3194.64,"2010-10-13T21:13:53.000Z"
1904,2010,"Severe Storm(s)","R4SDL14 Greenfalls Dam","G - Recreational or Other","Small","09",2781.27,2085.95,2085.95,"2010-09-09T17:59:43.000Z"
1904,2010,"Severe Storm(s)","R4RK009-Avery point-Flagpole","G - Recreational or Other","Small","09",2450,1837.5,1837.5,"2010-08-24T21:15:44.000Z"
1904,2010,"Severe Storm(s)","R4SDL18Trading Cove Brook","G - Recreational or Other","Small","09",5605,4203.75,4203.75,"2010-08-30T17:09:53.000Z"
1904,2010,"Severe Storm(s)","R4SDL08 Glasgo","G - Recreational or Other","Small","09",16239.8,12179.85,12179.85,"2010-09-25T00:35:23.000Z"
1904,2010,"Severe Storm(s)","R4GV011-C-Tribal Road #1","C - Roads and Bridges","Small","09",2241.44,1681.08,1681.08,"2010-08-24T17:56:31.000Z"
1904,2010,"Severe Storm(s)","R4GV010-C-Lower Road","C - Roads and Bridges","Small","09",5272.8,3954.6,3954.6,"2010-08-24T17:56:31.000Z"
1904,2010,"Severe Storm(s)","R4MOLG06 CTDEP","C - Roads and Bridges","Small","09",26824.91,20118.68,20118.68,"2011-06-29T22:54:40.000Z"
1904,2010,"Severe Storm(s)","R4RFK03-G-CULVERT REPLACEMENT","G - Recreational or Other","Small","09",1919.83,1439.87,1439.87,"2010-10-13T21:13:53.000Z"
1904,2010,"Severe Storm(s)","R4SD023- Rear Road Curb catch basin","C - Roads and Bridges","Small","09",1900,1425,1425,"2010-08-30T17:09:53.000Z"
1904,2010,"Severe Storm(s)","R4RFK03-G-PHILLIPS DAM","D - Water Control Facilities","Small","09",38537.34,28903.01,28903.01,"2011-06-29T22:54:40.000Z"
1904,2010,"Severe Storm(s)","R4SD025 - TVCCA Building","E - Public Buildings","Small","09",4416,3312,3312,"2010-09-25T00:35:23.000Z"
1904,2010,"Severe Storm(s)","R4SD024- Awning","E - Public Buildings","Small","09",7227,5420.25,5420.25,"2010-09-25T00:35:23.000Z"
1904,2010,"Severe Storm(s)","R4RFK04-G-BEACHDALE POND DAM","G - Recreational or Other","Small","09",57287,42965.25,42965.25,"2011-06-29T22:54:40.000Z"
1906,2010,"Severe Storm(s)","ETBRN01 - Loss of power","B - Protective Measures","Small","28",4886.48,4397.83,4397.83,"2010-06-08T00:37:00.000Z"
1906,2010,"Severe Storm(s)","MCFTC01- Electric Distribution System","F - Public Utilities","Small","28",38550.94,34695.85,34695.85,"2010-08-26T17:57:15.000Z"
1906,2010,"Severe Storm(s)","TCFTC02 - Electric Distribution System","F - Public Utilities","Small","28",50257.11,45231.4,45231.4,"2010-08-26T17:57:15.000Z"
1906,2010,"Severe Storm(s)","CEFTC09 - Electric Distribution System","F - Public Utilities","Large","28",97372.39,87635.15,87635.15,"2010-08-26T17:57:15.000Z"
1906,2010,"Severe Storm(s)","MTERN05 -Project Office Bldg for Yazoo CO MDOT","E - Public Buildings","Large","28",622789.62,560510.66,560510.66,"2010-08-26T17:57:15.000Z"
1906,2010,"Severe Storm(s)","MTERN02 - Equipment Mait. / Office Bldg 31-068","E - Public Buildings","Large","28",225612.9,203051.61,203051.61,"2010-08-26T17:57:15.000Z"
1906,2010,"Severe Storm(s)","MTERN10 - Building 31102","E - Public Buildings","Small","28",8069.11,7262.2,7262.2,"2010-08-26T17:57:15.000Z"
1906,2010,"Severe Storm(s)","MTERN13 - Building 31136","E - Public Buildings","Small","28",3958.01,3562.21,3562.21,"2010-08-26T17:57:15.000Z"
1906,2010,"Severe Storm(s)","MTERN07 - MDOT Yazoo County Yard Fencing and Lighting","E - Public Buildings","Small","28",134.11,120.7,120.7,"2010-08-26T17:57:15.000Z"
1906,2010,"Severe Storm(s)","MTERN08 - Salt Storage Shed","E - Public Buildings","Small","28",9794.47,8815.02,8815.02,"2010-08-26T17:57:15.000Z"
1906,2010,"Severe Storm(s)","MTERN03 - Open Equipment Building","E - Public Buildings","Small","28",5546.55,4991.9,4991.9,"2010-08-26T17:57:15.000Z"
1906,2010,"Severe Storm(s)","DHBJD06 - Medical Response to Declared Counties","B - Protective Measures","Small","28",18123.61,16311.25,16311.25,"2010-06-30T01:11:58.000Z"
1906,2010,"Severe Storm(s)","HSBJD07 - Coordinating the Establishment and Operation","B - Protective Measures","Small","28",4019.15,3617.23,3617.23,"2010-07-08T20:55:56.000Z"
1906,2010,"Severe Storm(s)","YVATC06 - Rights-of-Way & Easements","A - Debris Removal","Large","28",113052.25,101747.02,101747.02,"2010-07-08T20:55:56.000Z"
1906,2010,"Severe Storm(s)","YVATC05 - Rights-of-Way & Easements","A - Debris Removal","Large","28",448248.35,403423.52,403423.52,"2010-07-21T18:24:57.000Z"
1906,2010,"Severe Storm(s)","MEMA01Z - 324 Management Costs","Z - State Management","Large","28",199389,199389,199389,"2010-07-08T23:33:53.000Z"
1906,2010,"Severe Storm(s)","DTAJD02 - Emergency Debris Removal in Attala County","A - Debris Removal","Small","28",0,0,0,"2010-07-21T18:24:57.000Z"
1906,2010,"Severe Storm(s)","MTERN11 - Building 31002","E - Public Buildings","Small","28",78.01,70.21,70.21,"2010-08-26T17:57:15.000Z"
1906,2010,"Severe Storm(s)","MTERN14 - Building 31074","E - Public Buildings","Small","28",78.01,70.21,70.21,"2010-08-26T17:57:15.000Z"
1906,2010,"Severe Storm(s)","MTERN15 - Maintenance Office 31-068","E - Public Buildings","Small","28",312.04,280.84,280.84,"2010-08-26T17:57:15.000Z"
1906,2010,"Severe Storm(s)","MTERN16 - Project Office 31090","E - Public Buildings","Small","28",312.04,280.84,280.84,"2010-08-26T17:57:15.000Z"
1906,2010,"Severe Storm(s)","4CFTC17 - Electric Distribution System","F - Public Utilities","Large","28",291455.74,262310.17,262310.17,"2010-08-26T17:57:15.000Z"
1906,2010,"Severe Storm(s)","MTERN12 - Building 31046","E - Public Buildings","Small","28",78.01,70.21,70.21,"2010-08-26T17:57:15.000Z"
1906,2010,"Severe Storm(s)","MTERN06 - MDOT Storage Building","E - Public Buildings","Small","28",78.01,70.21,70.21,"2010-08-26T17:57:15.000Z"
1906,2010,"Severe Storm(s)","MTERN09 - Vehicles and Equipment","E - Public Buildings","Small","28",37866.84,34080.16,34080.16,"2010-08-26T17:57:15.000Z"
1906,2010,"Severe Storm(s)","MTERN17 - District Office Fence","E - Public Buildings","Small","28",134.11,120.7,120.7,"2010-08-26T17:57:15.000Z"
1906,2010,"Severe Storm(s)","4CBTC16 - Electric Distribution System","B - Protective Measures","Small","28",15786.04,14207.44,14207.44,"2010-08-05T00:33:46.000Z"
1906,2010,"Severe Storm(s)","MTBRN20 - Maintenance / Office for MDOT","B - Protective Measures","Small","28",4482.02,4033.82,4033.82,"2010-08-05T00:33:46.000Z"
1906,2010,"Severe Storm(s)","MTBRN21 - Project Office 240 Bus Station Road","B - Protective Measures","Small","28",21895.81,19706.23,19706.23,"2010-08-05T00:33:46.000Z"
1906,2010,"Severe Storm(s)","DTAJD03 - Emergency Debris Removal Warren,Yazoo,Holmes","A - Debris Removal","Large","28",0,0,0,"2010-09-08T20:51:48.000Z"
1906,2010,"Severe Storm(s)","YVATC08 - Rights -of - Way & Easements","A - Debris Removal","Large","28",176586.04,158927.44,158927.44,"2010-08-05T00:33:46.000Z"
1906,2010,"Severe Storm(s)","YVATC07 - Rights-Of-Way & Easements","A - Debris Removal","Small","28",40314.71,36283.24,36283.24,"2010-08-05T00:33:46.000Z"
1906,2010,"Severe Storm(s)","YVFTC14 - Electric Distribution System","F - Public Utilities","Large","28",1381818.26,1243636.43,1243636.43,"2010-10-05T22:26:31.000Z"
1906,2010,"Severe Storm(s)","YVFTC13 - Rights-of-Way & Easements","F - Public Utilities","Small","28",14440.27,12996.24,12996.24,"2010-08-26T17:57:15.000Z"
1906,2010,"Severe Storm(s)","YVFTC15 - Electric Distribution System","F - Public Utilities","Large","28",305621.22,275059.1,275059.1,"2010-08-26T17:57:15.000Z"
1906,2010,"Severe Storm(s)","YVBTC11 - Electric Distribution System","B - Protective Measures","Small","28",59806.52,53825.87,53825.87,"2010-08-05T00:33:46.000Z"
1906,2010,"Severe Storm(s)","YVBTC10 - Electric Distribution System","B - Protective Measures","Small","28",1641.32,1477.19,1477.19,"2010-08-02T20:37:25.000Z"
1906,2010,"Severe Storm(s)","YVBTC12 - Electric Distribution System","B - Protective Measures","Small","28",26370.54,23733.49,23733.49,"2010-08-05T00:33:46.000Z"
1906,2010,"Severe Storm(s)","EMBJD22 - MEMA Mission Assignmnt For MS Dept Of Homela","B - Protective Measures","Small","28",45567.66,41010.9,41010.9,"2010-08-05T00:33:46.000Z"
1906,2010,"Severe Storm(s)","EMBJD18 - MEMA Mission Assignmnt/MS Dept Of Homela Secu","B - Protective Measures","Small","28",17548.4,15793.56,15793.56,"2010-08-05T00:33:46.000Z"
1906,2010,"Severe Storm(s)","EMBJD19  - Mission Assignment for Fire Dept. Yazoo Co.","B - Protective Measures","Small","28",2013.2,1811.88,1811.88,"2010-08-05T00:33:46.000Z"
1906,2010,"Severe Storm(s)","EMBJD17  - Mission Assignment for State Police Response","B - Protective Measures","Small","28",14163.47,12747.12,12747.12,"2010-08-05T00:33:46.000Z"
1906,2010,"Severe Storm(s)","PSBJD13 -  Public Safety Bureau of Narcotics","B - Protective Measures","Small","28",10885.91,9797.32,9797.32,"2010-08-05T00:33:46.000Z"
1906,2010,"Severe Storm(s)","EQBJD08 -  Emergency Hazardus Materials Response","B - Protective Measures","Small","28",17984.2,16185.78,16185.78,"2010-08-05T00:33:46.000Z"
1906,2010,"Severe Storm(s)","PSBJD12 - Dept. of Public Safety ER Headquarter Support","B - Protective Measures","Small","28",7133.28,6419.95,6419.95,"2010-08-05T00:33:46.000Z"
1906,2010,"Severe Storm(s)","PSBJD11 - Public Safety Staffing at State EOC","B - Protective Measures","Small","28",5514.07,4962.66,4962.66,"2010-08-05T00:33:46.000Z"
1906,2010,"Severe Storm(s)","EMBJD21- MEMA Mission Assignment for Lincoln & Jones CO","B - Protective Measures","Small","28",6881.27,6193.14,6193.14,"2010-08-05T00:33:46.000Z"
1906,2010,"Severe Storm(s)","EMBJD20 -MEMA Mission Assign for MS Army National Guard","B - Protective Measures","Small","28",60076.5,54068.86,54068.86,"2010-08-05T00:33:46.000Z"
1906,2010,"Severe Storm(s)","DTAJD01  - Emergency Debris Removal","A - Debris Removal","Large","28",0,0,0,"2010-09-08T20:51:48.000Z"
1906,2010,"Severe Storm(s)","MTERN22  - Destroyed Equipment","E - Public Buildings","Small","28",23273.01,20945.71,20945.71,"2010-08-26T17:57:15.000Z"
1906,2010,"Severe Storm(s)","EMBJD16- MEMA Mission Assign for State Police for Yazoo","B - Protective Measures","Small","28",46901.15,42211.03,42211.03,"2010-08-05T00:33:46.000Z"
1906,2010,"Severe Storm(s)","PSBJD10 - Emergency Protective Measures (Troopers)","B - Protective Measures","Small","28",28041.75,25237.57,25237.57,"2010-08-05T00:33:46.000Z"
1906,2010,"Severe Storm(s)","MTARN19 - MDOT Yazoo County Yard","A - Debris Removal","Small","28",156.02,140.42,140.42,"2010-08-02T20:37:25.000Z"
1906,2010,"Severe Storm(s)","DTCJD05 - Permanent Replacement of Road Signs in Chocta","C - Roads and Bridges","Small","28",1281.16,1153.04,1153.04,"2010-08-26T17:57:15.000Z"
1906,2010,"Severe Storm(s)","DMBAB26 - Relocated to Temporary Facility","B - Protective Measures","Small","28",18484.14,16635.73,16635.73,"2010-08-10T16:44:08.000Z"
1906,2010,"Severe Storm(s)","DMELL40 - Building Contents","E - Public Buildings","Small","28",5000,4500,4500,"2010-08-26T17:57:15.000Z"
1906,2010,"Severe Storm(s)","MFARN04 - Declared Counties","A - Debris Removal","Small","28",24560.3,22104.28,22104.28,"2010-08-10T16:44:08.000Z"
1906,2010,"Severe Storm(s)","EMBMH22 - MEMA Mission Assig / Maryland & South Carolin","B - Protective Measures","Small","28",9115.83,8204.24,8204.24,"2010-08-10T16:44:08.000Z"
1906,2010,"Severe Storm(s)","MEMA02Z - Direct Administrative Costs (Grantee)","Z - State Management","Small","28",6404,5763.6,5763.6,"2010-08-05T00:33:46.000Z"
1906,2010,"Severe Storm(s)","MEMA03Z - Direct Administrative Costs (Grantee)","Z - State Management","Small","28",14058,12652.2,12652.2,"2010-08-05T00:33:46.000Z"
1906,2010,"Severe Storm(s)","DMEAB28 - Contents / Uninsured Items","E - Public Buildings","Small","28",3591.12,3232.01,3232.01,"2010-08-26T17:57:15.000Z"
1906,2010,"Severe Storm(s)","EQBJD09 - Environmental Quality Emergency Response","B - Protective Measures","Small","28",45591.12,41032.01,41032.01,"2010-08-10T16:44:08.000Z"
1906,2010,"Severe Storm(s)","MEMA04Z - Direct Administrative Costs (Grantee)","Z - State Management","Small","28",2654,2388.6,2388.6,"2010-09-08T20:51:48.000Z"
1906,2010,"Severe Storm(s)","MEMA-B / SERT/EOC","B - Protective Measures","Large","28",133215.36,119893.82,119893.82,"2010-08-06T02:54:31.000Z"
1908,2010,"Severe Storm(s)","DCNR1A","A - Debris Removal","Small","01",5128.17,3846.13,3846.13,"2010-05-20T17:38:51.000Z"
1908,2010,"Severe Storm(s)","MD01BAD","B - Protective Measures","Small","01",9281.84,6961.38,6961.38,"2010-06-02T02:02:05.000Z"
1908,2010,"Severe Storm(s)","ALDT1C","C - Roads and Bridges","Small","01",20752.06,15564.05,15564.05,"2010-09-17T21:58:17.000Z"
1908,2010,"Severe Storm(s)","ALDPS1B","B - Protective Measures","Small","01",33497.7,25123.28,25123.28,"2010-06-02T02:02:05.000Z"
1908,2010,"Severe Storm(s)","ALDT1A","A - Debris Removal","Small","01",4342.8,3257.1,3257.1,"2010-06-05T01:08:53.000Z"
1908,2010,"Severe Storm(s)","SM01BAD","B - Protective Measures","Small","01",2762.85,2072.14,2072.14,"2010-06-15T00:22:02.000Z"
1908,2010,"Severe Storm(s)","CH01BAD","B - Protective Measures","Small","01",1898.56,1423.92,1423.92,"2010-06-15T00:22:02.000Z"
1908,2010,"Severe Storm(s)","SM01FAD","F - Public Utilities","Large","01",129027.06,96770.29,96770.29,"2010-09-17T21:58:17.000Z"
1908,2010,"Severe Storm(s)","FT01BRF","B - Protective Measures","Small","01",1283.84,962.88,962.88,"2010-06-18T23:59:28.000Z"
1908,2010,"Severe Storm(s)","FT01FRF","F - Public Utilities","Large","01",128315.79,96236.84,96236.84,"2010-09-17T21:58:17.000Z"
1908,2010,"Severe Storm(s)","CH01FAD","F - Public Utilities","Large","01",161116.59,120837.44,120837.44,"2010-09-17T21:58:17.000Z"
1908,2010,"Severe Storm(s)","MD01FAD","F - Public Utilities","Large","01",214402.46,160801.85,160801.85,"2010-09-17T21:58:17.000Z"
1908,2010,"Severe Storm(s)","ALEMA1B","B - Protective Measures","Small","01",9199.5,6899.63,6899.63,"2010-07-02T19:37:39.000Z"
1908,2010,"Severe Storm(s)","MD02FAD","F - Public Utilities","Large","01",223996.31,167997.24,167997.24,"2010-09-17T21:58:17.000Z"
1908,2010,"Severe Storm(s)","12 LOCK - Section 324 Administrative Costs","Z - State Management","Large","01",203585,203585,203585,"2012-10-11T19:31:31.000Z"
1909,2010,"Severe Storm(s)","TEBMC01 - Vistor Center/Ellington Hall","B - Protective Measures","Small","47",56.43,50.79,50.79,"2010-08-20T22:51:50.000Z"
1909,2010,"Severe Storm(s)","HVFFF05-Utilities-Lift Stations'SCADA Systems-Remote Te","F - Public Utilities","Small","47",51490.56,46341.5,46341.5,"2010-08-24T20:01:25.000Z"
1909,2010,"Severe Storm(s)","HVFFF03 - Utilities-Lift Stations'SCADA Systems","F - Public Utilities","Small","47",51490.56,46341.5,46341.5,"2010-08-14T03:18:54.000Z"
1909,2010,"Severe Storm(s)","HVFFF01-Utilities-Lift Stations'SCADA-Telemetry Units","F - Public Utilities","Small","47",51490.56,46341.5,46341.5,"2010-08-24T20:01:25.000Z"
1909,2010,"Severe Storm(s)","TEERB09 - D6M Cat Dozier","E - Public Buildings","Small","47",83.08,74.77,74.77,"2010-10-14T00:46:22.000Z"
1909,2010,"Severe Storm(s)","HVFLS02 - Utilities-Lift Stations SCADA Systems-Remote","F - Public Utilities","Small","47",51490.56,46341.5,46341.5,"2010-08-24T20:01:25.000Z"
1909,2010,"Severe Storm(s)","HVFFF02 - Lift Stations'SCADA System- Remote Telemetry","F - Public Utilities","Small","47",51490.56,46341.5,46341.5,"2010-08-24T20:01:25.000Z"
1909,2010,"Severe Storm(s)","TEGLZ02 - Bledsoe Creek State Park","G - Recreational or Other","Small","47",0,0,0,"2010-08-20T22:51:50.000Z"
1909,2010,"Severe Storm(s)","TEGLZ03 Natchez Trace State Park","G - Recreational or Other","Small","47",3169.15,2852.24,2852.24,"2010-08-20T22:51:50.000Z"
1909,2010,"Severe Storm(s)","HVFLS03-Utilities-Lift Stations'SCADA Systems-Remote Te","F - Public Utilities","Small","47",17275.28,15547.75,15547.75,"2010-08-24T20:01:25.000Z"
1909,2010,"Severe Storm(s)","TEERB19 - Generator","E - Public Buildings","Small","47",28.8,25.92,25.92,"2010-10-07T03:38:40.000Z"
1909,2010,"Severe Storm(s)","HVFLS01 - Utilities-Lift Stations'SCADA Systems Remote","F - Public Utilities","Small","47",51490.56,46341.5,46341.5,"2010-08-24T20:01:25.000Z"
1909,2010,"Severe Storm(s)","GECRJ06 - Road  (TPS Complex)","C - Roads and Bridges","Small","47",2563.82,2307.44,2307.44,"2010-08-20T22:51:50.000Z"
1909,2010,"Severe Storm(s)","HVFFF04 - Utilities - Lift Stations - SCADA Systems","F - Public Utilities","Small","47",51490.56,46341.5,46341.5,"2010-08-24T20:01:25.000Z"
1909,2010,"Severe Storm(s)","TEERB06 -  Chain Link Fence & CMP Pipe","E - Public Buildings","Small","47",83.08,74.77,74.77,"2010-10-14T00:46:22.000Z"
1909,2010,"Severe Storm(s)","TECLZ04 - Natchez Trace State Park (Road/Culvert)","C - Roads and Bridges","Small","47",2887.41,2598.67,2598.67,"2010-08-16T15:42:52.000Z"
1909,2010,"Severe Storm(s)","SCFCR14 - Electric Distribution System","F - Public Utilities","Small","47",29533.66,26580.29,26580.29,"2010-08-20T22:51:50.000Z"
1909,2010,"Severe Storm(s)","TEELY03 - Citizens Plaza","E - Public Buildings","Small","47",39.18,35.26,35.26,"2010-08-24T20:01:25.000Z"
1909,2010,"Severe Storm(s)","HAFJMO1 - Electric Distribution System","F - Public Utilities","Small","47",27636.05,24872.45,24872.45,"2010-08-16T15:42:52.000Z"
1909,2010,"Severe Storm(s)","TEGLZ01 - Johnsonville Historic Area","G - Recreational or Other","Small","47",5335.05,4801.55,4801.55,"2010-08-16T15:42:52.000Z"
1909,2010,"Severe Storm(s)","PCFCR16 - Electrical Distribution System","F - Public Utilities","Small","47",14131.18,12718.06,12718.06,"2010-08-16T15:42:52.000Z"
1909,2010,"Severe Storm(s)","CHBDS02 - Electric Distribution System","B - Protective Measures","Small","47",1310.32,1179.29,1179.29,"2010-07-13T01:39:31.000Z"
1909,2010,"Severe Storm(s)","TEELY08 - Andrew Johnson Bldg (Elevators)","E - Public Buildings","Small","47",59.33,53.4,53.4,"2010-08-24T20:01:25.000Z"
1909,2010,"Severe Storm(s)","TEELY10 - Andrew Johnson Building (Fire Pump Room)","E - Public Buildings","Small","47",59.33,53.4,53.4,"2010-09-11T22:43:05.000Z"
1909,2010,"Severe Storm(s)","CHFDS01 - Electric Distribution System County Wide","F - Public Utilities","Small","47",59781.91,53803.72,53803.72,"2010-08-14T03:18:54.000Z"
1909,2010,"Severe Storm(s)","TEELY09 - MTA Hub Parking Garage","E - Public Buildings","Small","47",21.48,19.33,19.33,"2010-08-24T20:01:25.000Z"
1909,2010,"Severe Storm(s)","TEARB39 - Campground","A - Debris Removal","Small","47",2012.07,1810.86,1810.86,"2010-07-29T20:17:20.000Z"
1909,2010,"Severe Storm(s)","HCVFF11 - Road Erosion and Scouring - Aggregate Loss","C - Roads and Bridges","Small","47",17726.5,15953.85,15953.85,"2010-08-14T03:18:54.000Z"
1909,2010,"Severe Storm(s)","MIEDU18 - WWTP Fence","E - Public Buildings","Small","47",3099,2789.1,2789.1,"2010-08-16T15:42:52.000Z"
1909,2010,"Severe Storm(s)","HVELS09 - Utilities-Lift Stations-Fencing","E - Public Buildings","Small","47",3542.11,3187.9,3187.9,"2010-08-14T03:18:54.000Z"
1909,2010,"Severe Storm(s)","TEERW27 - Building (Hardison Complex)","E - Public Buildings","Small","47",21.54,19.39,19.39,"2010-10-26T04:05:34.000Z"
1909,2010,"Severe Storm(s)","TEFRJ08 - Power Poles (TPS Complex)","F - Public Utilities","Small","47",51016.18,45914.56,45914.56,"2010-08-17T19:00:07.000Z"
1909,2010,"Severe Storm(s)","HVEFF10 - Fencing","E - Public Buildings","Small","47",10217.11,9195.4,9195.4,"2010-08-14T03:18:54.000Z"
1909,2010,"Severe Storm(s)","DRFMH01 - Electrical System","F - Public Utilities","Small","47",29771.2,26794.08,26794.08,"2010-08-16T15:42:52.000Z"
1909,2010,"Severe Storm(s)","TEERB16 - Visitor Center-Radnor Lake State Natural Area","E - Public Buildings","Small","47",51,45.9,45.9,"2010-08-27T00:24:16.000Z"
1909,2010,"Severe Storm(s)","TECLZ17 - Johnson Creek Access RD - (Wildlife MGT Area)","C - Roads and Bridges","Small","47",1770.06,1593.05,1593.05,"2010-08-14T03:18:54.000Z"
1909,2010,"Severe Storm(s)","TECLZ14 - Marrowbone Road (Wildlife Mgt  Area Access ","C - Roads and Bridges","Small","47",0,0,0,"2010-08-14T03:18:54.000Z"
1909,2010,"Severe Storm(s)","TEBRJ14 - Emergency Protective Measures (Department Of","B - Protective Measures","Small","47",7910.66,7119.6,7119.6,"2010-07-29T20:17:20.000Z"
1909,2010,"Severe Storm(s)","TEGRB25 - Montgomery Bell State Park - Lake Acorn Swim","G - Recreational or Other","Small","47",2040.1,1836.09,1836.09,"2010-08-16T15:42:52.000Z"
1909,2010,"Severe Storm(s)","TECLZ11 - Parking Lot & Boat Ramp","C - Roads and Bridges","Small","47",0,0,0,"2010-08-14T03:18:54.000Z"
1909,2010,"Severe Storm(s)","TEACS04 - Tree Debris Removal From State Office Complex","A - Debris Removal","Small","47",28.8,25.92,25.92,"2010-08-27T00:24:16.000Z"
1909,2010,"Severe Storm(s)","TEECS03 - Memphis State Office Complex (Career Ctr Bldg","E - Public Buildings","Small","47",75.4,67.86,67.86,"2010-09-04T22:10:35.000Z"
1909,2010,"Severe Storm(s)","TECRB26 - Culverts & Roadway in Campground","G - Recreational or Other","Small","47",19269.37,17342.43,17342.43,"2010-08-16T15:42:52.000Z"
1909,2010,"Severe Storm(s)","TEELY24 - Records Bldg","E - Public Buildings","Small","47",37,33.3,33.3,"2010-10-26T04:05:34.000Z"
1909,2010,"Severe Storm(s)","TECLZ22 - Service Access Road","C - Roads and Bridges","Small","47",0,0,0,"2010-08-16T15:42:52.000Z"
1909,2010,"Severe Storm(s)","TECLZ21 - Access Service Road Old Hickory WMA","C - Roads and Bridges","Small","47",0,0,0,"2010-08-14T03:18:54.000Z"
1909,2010,"Severe Storm(s)","TEBRB08 - Motor Vehicle Management Building","B - Protective Measures","Small","47",118.66,106.79,106.79,"2010-10-26T04:05:34.000Z"
1909,2010,"Severe Storm(s)","TEBLLY12 - James K. Polk Bldg (TN State Museum)","B - Protective Measures","Small","47",39.18,35.26,35.26,"2010-08-27T00:24:16.000Z"
1909,2010,"Severe Storm(s)","TEGLZ24 - Portable Pump Station(Lock 5) Old Hickory WMA","G - Recreational or Other","Small","47",0,0,0,"2010-08-14T03:18:54.000Z"
1909,2010,"Severe Storm(s)","TECLZ19 - Gravel Road & Pump Deck (Wildlife MGT Area)","C - Roads and Bridges","Small","47",0,0,0,"2010-08-24T20:01:25.000Z"
1909,2010,"Severe Storm(s)","HVFHK10 - Utilities - PS #24 (Colonies Sewer LS) SCADA","F - Public Utilities","Small","47",16995.75,15296.18,15296.18,"2010-08-14T03:18:54.000Z"
